-728295.74 4306653.35 -4926.21
-678295.74 4306653.35 -4926.21
-628295.74 4306653.35 -4926.25
-578295.74 4306653.35 -4942.91
-528295.74 4306653.35 -5065.97
-478295.74 4306653.35 -5082.62
-428295.74 4306653.35 -5082.67
-378295.74 4306653.35 -5082.67
-328295.74 4306653.35 -5082.67
-278295.74 4306653.35 -5082.64
-228295.74 4306653.35 -5072.76
-178295.74 4306653.35 -4999.76
-128295.74 4306653.35 -4989.88
-78295.74 4306653.35 -4989.86
-28295.74 4306653.35 -4989.86
21704.26 4306653.35 -4989.86
71704.26 4306653.35 -4989.88
121704.26 4306653.35 -4997.79
171704.26 4306653.35 -5056.30
221704.26 4306653.35 -5064.21
271704.26 4306653.35 -5064.23
321704.26 4306653.35 -5064.23
371704.26 4306653.35 -5064.23
421704.26 4306653.35 -5064.24
471704.26 4306653.35 -5068.24
521704.26 4306653.35 -5097.76
571704.26 4306653.35 -5101.75
621704.26 4306653.35 -5101.76
671704.26 4306653.35 -5101.76
721704.26 4306653.35 -5101.76
771704.26 4306653.35 -5101.74
821704.26 4306653.35 -5092.75
871704.26 4306653.35 -5026.35
921704.26 4306653.35 -5017.36
971704.26 4306653.35 -5017.34
1021704.26 4306653.35 -5017.34
1071704.26 4306653.35 -5017.34
1121704.26 4306653.35 -5017.36
1171704.26 4306653.35 -5026.73
1221704.26 4306653.35 -5095.96
1271704.26 4306653.35 -5105.33
1321704.26 4306653.35 -5105.35
1371704.26 4306653.35 -5105.35
1421704.26 4306653.35 -5105.35
1471704.26 4306653.35 -5105.32
1521704.26 4306653.35 -5093.15
1571704.26 4306653.35 -5003.22
1621704.26 4306653.35 -4991.04
1671704.26 4306653.35 -4991.01
1721704.26 4306653.35 -4991.01
1771704.26 4306653.35 -4991.01
1821704.26 4306653.35 -4991.02
1871704.26 4306653.35 -4992.76
1921704.26 4306653.35 -5005.63
1971704.26 4306653.35 -5007.38
2021704.26 4306653.35 -5007.38
2071704.26 4306653.35 -5007.38
2121704.26 4306653.35 -5007.38
2171704.26 4306653.35 -5007.39
2221704.26 4306653.35 -5010.18
2271704.26 4306653.35 -5030.84
2321704.26 4306653.35 -5033.64
2371704.26 4306653.35 -5033.64
2421704.26 4306653.35 -5033.64
2471704.26 4306653.35 -5033.64
2521704.26 4306653.35 -5033.62
2571704.26 4306653.35 -5025.15
2621704.26 4306653.35 -4962.53
2671704.26 4306653.35 -4954.06
2721704.26 4306653.35 -4954.03
2771704.26 4306653.35 -4954.03
2821704.26 4306653.35 -4954.03
2871704.26 4306653.35 -4954.08
2921704.26 4306653.35 -4972.89
2971704.26 4306653.35 -5111.91
3021704.26 4306653.35 -5130.72
3071704.26 4306653.35 -5130.77
3121704.26 4306653.35 -5130.77
3171704.26 4306653.35 -5130.77
3221704.26 4306653.35 -5130.75
3271704.26 4306653.35 -5122.97
3321704.26 4306653.35 -5065.46
3371704.26 4306653.35 -5057.68
3421704.26 4306653.35 -5057.66
3471704.26 4306653.35 -5057.66
3521704.26 4306653.35 -5057.66
3571704.26 4306653.35 -5057.64
3621704.26 4306653.35 -5051.50
3671704.26 4306653.35 -5006.15
3721704.26 4306653.35 -5000.02
3771704.26 4306653.35 -5000.00
3821704.26 4306653.35 -5000.00
3871704.26 4306653.35 -5000.00
3921704.26 4306653.35 -5000.00
3971704.26 4306653.35 -5000.00
4021704.26 4306653.35 -5000.00
-2978295.74 4356653.35 -4955.35
-2928295.74 4356653.35 -4955.35
-2878295.74 4356653.35 -4955.35
-2828295.74 4356653.35 -4955.35
-2778295.74 4356653.35 -4955.35
-2728295.74 4356653.35 -4955.37
-2678295.74 4356653.35 -4964.72
-2628295.74 4356653.35 -5033.84
-2578295.74 4356653.35 -5043.19
-2528295.74 4356653.35 -5043.21
-2478295.74 4356653.35 -5043.21
-2428295.74 4356653.35 -5043.21
-2378295.74 4356653.35 -5043.21
-2328295.74 4356653.35 -5041.05
-2278295.74 4356653.35 -5025.14
-2228295.74 4356653.35 -5022.99
-2178295.74 4356653.35 -5022.99
-2128295.74 4356653.35 -5022.99
-2078295.74 4356653.35 -5022.99
-2028295.74 4356653.35 -5022.95
-1978295.74 4356653.35 -5008.50
-1928295.74 4356653.35 -4901.69
-1878295.74 4356653.35 -4887.24
-1828295.74 4356653.35 -4887.20
-1778295.74 4356653.35 -4887.20
-1728295.74 4356653.35 -4887.20
-1678295.74 4356653.35 -4887.21
-1628295.74 4356653.35 -4891.46
-1578295.74 4356653.35 -4922.81
-1528295.74 4356653.35 -4927.05
-1478295.74 4356653.35 -4927.06
-1428295.74 4356653.35 -4927.06
-1378295.74 4356653.35 -4927.06
-1328295.74 4356653.35 -4927.08
-1278295.74 4356653.35 -4936.53
-1228295.74 4356653.35 -5006.33
-1178295.74 4356653.35 -5015.78
-1128295.74 4356653.35 -5015.80
-1078295.74 4356653.35 -5015.80
-1028295.74 4356653.35 -5015.80
-978295.74 4356653.35 -5015.78
-928295.74 4356653.35 -5006.24
-878295.74 4356653.35 -4935.77
-828295.74 4356653.35 -4926.23
-778295.74 4356653.35 -4926.21
-728295.74 4356653.35 -4926.21
-678295.74 4356653.35 -4926.21
-628295.74 4356653.35 -4926.25
-578295.74 4356653.35 -4942.91
-528295.74 4356653.35 -5065.97
-478295.74 4356653.35 -5082.62
-428295.74 4356653.35 -5082.67
-378295.74 4356653.35 -5082.67
-328295.74 4356653.35 -5082.67
-278295.74 4356653.35 -5082.64
-228295.74 4356653.35 -5072.76
-178295.74 4356653.35 -4999.76
-128295.74 4356653.35 -4989.88
-78295.74 4356653.35 -4989.86
-28295.74 4356653.35 -4989.86
21704.26 4356653.35 -4989.86
71704.26 4356653.35 -4989.88
121704.26 4356653.35 -4997.79
171704.26 4356653.35 -5056.30
221704.26 4356653.35 -5064.21
271704.26 4356653.35 -5064.23
321704.26 4356653.35 -5064.23
371704.26 4356653.35 -5064.23
421704.26 4356653.35 -5064.24
471704.26 4356653.35 -5068.24
521704.26 4356653.35 -5097.76
571704.26 4356653.35 -5101.75
621704.26 4356653.35 -5101.76
671704.26 4356653.35 -5101.76
721704.26 4356653.35 -5101.76
771704.26 4356653.35 -5101.74
821704.26 4356653.35 -5092.75
871704.26 4356653.35 -5026.35
921704.26 4356653.35 -5017.36
971704.26 4356653.35 -5017.34
1021704.26 4356653.35 -5017.34
1071704.26 4356653.35 -5017.34
1121704.26 4356653.35 -5017.36
1171704.26 4356653.35 -5026.73
1221704.26 4356653.35 -5095.96
1271704.26 4356653.35 -5105.33
1321704.26 4356653.35 -5105.35
1371704.26 4356653.35 -5105.35
1421704.26 4356653.35 -5105.35
1471704.26 4356653.35 -5105.32
1521704.26 4356653.35 -5093.15
1571704.26 4356653.35 -5003.22
1621704.26 4356653.35 -4991.04
1671704.26 4356653.35 -4991.01
1721704.26 4356653.35 -4991.01
1771704.26 4356653.35 -4991.01
1821704.26 4356653.35 -4991.02
1871704.26 4356653.35 -4992.76
1921704.26 4356653.35 -5005.63
1971704.26 4356653.35 -5007.38
2021704.26 4356653.35 -5007.38
2071704.26 4356653.35 -5007.38
2121704.26 4356653.35 -5007.38
2171704.26 4356653.35 -5007.39
2221704.26 4356653.35 -5010.18
2271704.26 4356653.35 -5030.84
2321704.26 4356653.35 -5033.64
2371704.26 4356653.35 -5033.64
2421704.26 4356653.35 -5033.64
2471704.26 4356653.35 -5033.64
2521704.26 4356653.35 -5033.62
2571704.26 4356653.35 -5025.15
2621704.26 4356653.35 -4962.53
2671704.26 4356653.35 -4954.06
2721704.26 4356653.35 -4954.03
2771704.26 4356653.35 -4954.03
2821704.26 4356653.35 -4954.03
2871704.26 4356653.35 -4954.08
2921704.26 4356653.35 -4972.89
2971704.26 4356653.35 -5111.91
3021704.26 4356653.35 -5130.72
3071704.26 4356653.35 -5130.77
3121704.26 4356653.35 -5130.77
3171704.26 4356653.35 -5130.77
3221704.26 4356653.35 -5130.75
3271704.26 4356653.35 -5122.97
3321704.26 4356653.35 -5065.46
3371704.26 4356653.35 -5057.68
3421704.26 4356653.35 -5057.66
3471704.26 4356653.35 -5057.66
3521704.26 4356653.35 -5057.66
3571704.26 4356653.35 -5057.64
3621704.26 4356653.35 -5051.50
3671704.26 4356653.35 -5006.15
3721704.26 4356653.35 -5000.02
3771704.26 4356653.35 -5000.00
3821704.26 4356653.35 -5000.00
3871704.26 4356653.35 -5000.00
3921704.26 4356653.35 -5000.00
3971704.26 4356653.35 -5000.00
4021704.26 4356653.35 -5000.00
-2978295.74 4406653.35 -4955.35
-2928295.74 4406653.35 -4955.35
-2878295.74 4406653.35 -4955.35
-2828295.74 4406653.35 -4955.35
-2778295.74 4406653.35 -4955.35
-2728295.74 4406653.35 -4955.37
-2678295.74 4406653.35 -4964.72
-2628295.74 4406653.35 -5033.84
-2578295.74 4406653.35 -5043.19
-2528295.74 4406653.35 -5043.21
-2478295.74 4406653.35 -5043.21
-2428295.74 4406653.35 -5043.21
-2378295.74 4406653.35 -5043.21
-2328295.74 4406653.35 -5041.05
-2278295.74 4406653.35 -5025.14
-2228295.74 4406653.35 -5022.99
-2178295.74 4406653.35 -5022.99
-2128295.74 4406653.35 -5022.99
-2078295.74 4406653.35 -5022.99
-2028295.74 4406653.35 -5022.95
-1978295.74 4406653.35 -5008.50
-1928295.74 4406653.35 -4901.69
-1878295.74 4406653.35 -4887.24
-1828295.74 4406653.35 -4887.20
-1778295.74 4406653.35 -4887.20
-1728295.74 4406653.35 -4887.20
-1678295.74 4406653.35 -4887.21
-1628295.74 4406653.35 -4891.46
-1578295.74 4406653.35 -4922.81
-1528295.74 4406653.35 -4927.05
-1478295.74 4406653.35 -4927.06
-1428295.74 4406653.35 -4927.06
-1378295.74 4406653.35 -4927.06
-1328295.74 4406653.35 -4927.08
-1278295.74 4406653.35 -4936.53
-1228295.74 4406653.35 -5006.33
-1178295.74 4406653.35 -5015.78
-1128295.74 4406653.35 -5015.80
-1078295.74 4406653.35 -5015.80
-1028295.74 4406653.35 -5015.80
-978295.74 4406653.35 -5015.78
-928295.74 4406653.35 -5006.24
-878295.74 4406653.35 -4935.77
-828295.74 4406653.35 -4926.23
-778295.74 4406653.35 -4926.21
-728295.74 4406653.35 -4926.21
-678295.74 4406653.35 -4926.21
-628295.74 4406653.35 -4926.25
-578295.74 4406653.35 -4942.91
-528295.74 4406653.35 -5065.97
-478295.74 4406653.35 -5082.62
-428295.74 4406653.35 -5082.67
-378295.74 4406653.35 -5082.67
-328295.74 4406653.35 -5082.67
-278295.74 4406653.35 -5082.64
-228295.74 4406653.35 -5072.76
-178295.74 4406653.35 -4999.76
-128295.74 4406653.35 -4989.88
-78295.74 4406653.35 -4989.86
-28295.74 4406653.35 -4989.86
21704.26 4406653.35 -4989.86
71704.26 4406653.35 -4989.88
121704.26 4406653.35 -4997.79
171704.26 4406653.35 -5056.30
221704.26 4406653.35 -5064.21
271704.26 4406653.35 -5064.23
321704.26 4406653.35 -5064.23
371704.26 4406653.35 -5064.23
421704.26 4406653.35 -5064.24
471704.26 4406653.35 -5068.24
521704.26 4406653.35 -5097.76
571704.26 4406653.35 -5101.75
621704.26 4406653.35 -5101.76
671704.26 4406653.35 -5101.76
721704.26 4406653.35 -5101.76
771704.26 4406653.35 -5101.74
821704.26 4406653.35 -5092.75
871704.26 4406653.35 -5026.35
921704.26 4406653.35 -5017.36
971704.26 4406653.35 -5017.34
1021704.26 4406653.35 -5017.34
1071704.26 4406653.35 -5017.34
1121704.26 4406653.35 -5017.36
1171704.26 4406653.35 -5026.73
1221704.26 4406653.35 -5095.96
1271704.26 4406653.35 -5105.33
1321704.26 4406653.35 -5105.35
1371704.26 4406653.35 -5105.35
1421704.26 4406653.35 -5105.35
1471704.26 4406653.35 -5105.32
1521704.26 4406653.35 -5093.15
1571704.26 4406653.35 -5003.22
1621704.26 4406653.35 -4991.04
1671704.26 4406653.35 -4991.01
1721704.26 4406653.35 -4991.01
1771704.26 4406653.35 -4991.01
1821704.26 4406653.35 -4991.02
1871704.26 4406653.35 -4992.76
1921704.26 4406653.35 -5005.63
1971704.26 4406653.35 -5007.38
2021704.26 4406653.35 -5007.38
2071704.26 4406653.35 -5007.38
2121704.26 4406653.35 -5007.38
2171704.26 4406653.35 -5007.39
2221704.26 4406653.35 -5010.18
2271704.26 4406653.35 -5030.84
2321704.26 4406653.35 -5033.64
2371704.26 4406653.35 -5033.64
2421704.26 4406653.35 -5033.64
2471704.26 4406653.35 -5033.64
2521704.26 4406653.35 -5033.62
2571704.26 4406653.35 -5025.15
2621704.26 4406653.35 -4962.53
2671704.26 4406653.35 -4954.06
2721704.26 4406653.35 -4954.03
2771704.26 4406653.35 -4954.03
2821704.26 4406653.35 -4954.03
2871704.26 4406653.35 -4954.08
2921704.26 4406653.35 -4972.89
2971704.26 4406653.35 -5111.91
3021704.26 4406653.35 -5130.72
3071704.26 4406653.35 -5130.77
3121704.26 4406653.35 -5130.77
3171704.26 4406653.35 -5130.77
3221704.26 4406653.35 -5130.75
3271704.26 4406653.35 -5122.97
3321704.26 4406653.35 -5065.46
3371704.26 4406653.35 -5057.68
3421704.26 4406653.35 -5057.66
3471704.26 4406653.35 -5057.66
3521704.26 4406653.35 -5057.66
3571704.26 4406653.35 -5057.64
3621704.26 4406653.35 -5051.50
3671704.26 4406653.35 -5006.15
3721704.26 4406653.35 -5000.02
3771704.26 4406653.35 -5000.00
3821704.26 4406653.35 -5000.00
3871704.26 4406653.35 -5000.00
3921704.26 4406653.35 -5000.00
3971704.26 4406653.35 -5000.00
4021704.26 4406653.35 -5000.00
-2978295.74 4456653.35 -4955.37
-2928295.74 4456653.35 -4955.37
-2878295.74 4456653.35 -4955.37
-2828295.74 4456653.35 -4955.37
-2778295.74 4456653.35 -4955.37
-2728295.74 4456653.35 -4955.39
-2678295.74 4456653.35 -4964.74
-2628295.74 4456653.35 -5033.81
-2578295.74 4456653.35 -5043.16
-2528295.74 4456653.35 -5043.18
-2478295.74 4456653.35 -5043.18
-2428295.74 4456653.35 -5043.18
-2378295.74 4456653.35 -5043.18
-2328295.74 4456653.35 -5041.02
-2278295.74 4456653.35 -5025.12
-2228295.74 4456653.35 -5022.97
-2178295.74 4456653.35 -5022.96
-2128295.74 4456653.35 -5022.96
-2078295.74 4456653.35 -5022.96
-2028295.74 4456653.35 -5022.93
-1978295.74 4456653.35 -5008.48
-1928295.74 4456653.35 -4901.72
-1878295.74 4456653.35 -4887.28
-1828295.74 4456653.35 -4887.24
-1778295.74 4456653.35 -4887.24
-1728295.74 4456653.35 -4887.24
-1678295.74 4456653.35 -4887.25
-1628295.74 4456653.35 -4891.49
-1578295.74 4456653.35 -4922.81
-1528295.74 4456653.35 -4927.04
-1478295.74 4456653.35 -4927.06
-1428295.74 4456653.35 -4927.06
-1378295.74 4456653.35 -4927.06
-1328295.74 4456653.35 -4927.08
-1278295.74 4456653.35 -4936.52
-1228295.74 4456653.35 -5006.30
-1178295.74 4456653.35 -5015.75
-1128295.74 4456653.35 -5015.77
-1078295.74 4456653.35 -5015.77
-1028295.74 4456653.35 -5015.77
-978295.74 4456653.35 -5015.74
-928295.74 4456653.35 -5006.21
-878295.74 4456653.35 -4935.77
-828295.74 4456653.35 -4926.24
-778295.74 4456653.35 -4926.21
-728295.74 4456653.35 -4926.21
-678295.74 4456653.35 -4926.21
-628295.74 4456653.35 -4926.25
-578295.74 4456653.35 -4942.91
-528295.74 4456653.35 -5065.96
-478295.74 4456653.35 -5082.61
-428295.74 4456653.35 -5082.65
-378295.74 4456653.35 -5082.65
-328295.74 4456653.35 -5082.65
-278295.74 4456653.35 -5082.63
-228295.74 4456653.35 -5072.75
-178295.74 4456653.35 -4999.75
-128295.74 4456653.35 -4989.87
-78295.74 4456653.35 -4989.85
-28295.74 4456653.35 -4989.85
21704.26 4456653.35 -4989.85
71704.26 4456653.35 -4989.87
121704.26 4456653.35 -4997.78
171704.26 4456653.35 -5056.27
221704.26 4456653.35 -5064.19
271704.26 4456653.35 -5064.21
321704.26 4456653.35 -5064.21
371704.26 4456653.35 -5064.21
421704.26 4456653.35 -5064.22
471704.26 4456653.35 -5068.22
521704.26 4456653.35 -5097.76
571704.26 4456653.35 -5101.76
621704.26 4456653.35 -5101.77
671704.26 4456653.35 -5101.77
721704.26 4456653.35 -5101.77
771704.26 4456653.35 -5101.74
821704.26 4456653.35 -5092.75
871704.26 4456653.35 -5026.31
921704.26 4456653.35 -5017.32
971704.26 4456653.35 -5017.30
1021704.26 4456653.35 -5017.30
1071704.26 4456653.35 -5017.30
1121704.26 4456653.35 -5017.32
1171704.26 4456653.35 -5026.69
1221704.26 4456653.35 -5095.92
1271704.26 4456653.35 -5105.29
1321704.26 4456653.35 -5105.32
1371704.26 4456653.35 -5105.32
1421704.26 4456653.35 -5105.32
1471704.26 4456653.35 -5105.29
1521704.26 4456653.35 -5093.12
1571704.26 4456653.35 -5003.24
1621704.26 4456653.35 -4991.07
1671704.26 4456653.35 -4991.04
1721704.26 4456653.35 -4991.04
1771704.26 4456653.35 -4991.04
1821704.26 4456653.35 -4991.05
1871704.26 4456653.35 -4992.79
1921704.26 4456653.35 -5005.66
1971704.26 4456653.35 -5007.40
2021704.26 4456653.35 -5007.40
2071704.26 4456653.35 -5007.40
2121704.26 4456653.35 -5007.40
2171704.26 4456653.35 -5007.41
2221704.26 4456653.35 -5010.20
2271704.26 4456653.35 -5030.85
2321704.26 4456653.35 -5033.64
2371704.26 4456653.35 -5033.65
2421704.26 4456653.35 -5033.65
2471704.26 4456653.35 -5033.65
2521704.26 4456653.35 -5033.62
2571704.26 4456653.35 -5025.15
2621704.26 4456653.35 -4962.53
2671704.26 4456653.35 -4954.05
2721704.26 4456653.35 -4954.03
2771704.26 4456653.35 -4954.03
2821704.26 4456653.35 -4954.03
2871704.26 4456653.35 -4954.08
2921704.26 4456653.35 -4972.89
2971704.26 4456653.35 -5111.87
3021704.26 4456653.35 -5130.68
3071704.26 4456653.35 -5130.72
3121704.26 4456653.35 -5130.72
3171704.26 4456653.35 -5130.72
3221704.26 4456653.35 -5130.71
3271704.26 4456653.35 -5122.93
3321704.26 4456653.35 -5065.46
3371704.26 4456653.35 -5057.68
3421704.26 4456653.35 -5057.66
3471704.26 4456653.35 -5057.66
3521704.26 4456653.35 -5057.66
3571704.26 4456653.35 -5057.64
3621704.26 4456653.35 -5051.51
3671704.26 4456653.35 -5006.15
3721704.26 4456653.35 -5000.02
3771704.26 4456653.35 -5000.00
3821704.26 4456653.35 -5000.00
3871704.26 4456653.35 -5000.00
3921704.26 4456653.35 -5000.00
3971704.26 4456653.35 -5000.00
4021704.26 4456653.35 -5000.00
-2978295.74 4506653.35 -4964.99
-2928295.74 4506653.35 -4964.99
-2878295.74 4506653.35 -4964.99
-2828295.74 4506653.35 -4964.99
-2778295.74 4506653.35 -4964.99
-2728295.74 4506653.35 -4965.00
-2678295.74 4506653.35 -4972.05
-2628295.74 4506653.35 -5024.08
-2578295.74 4506653.35 -5031.12
-2528295.74 4506653.35 -5031.14
-2478295.74 4506653.35 -5031.14
-2428295.74 4506653.35 -5031.14
-2378295.74 4506653.35 -5031.14
-2328295.74 4506653.35 -5029.23
-2278295.74 4506653.35 -5015.10
-2228295.74 4506653.35 -5013.19
-2178295.74 4506653.35 -5013.19
-2128295.74 4506653.35 -5013.19
-2078295.74 4506653.35 -5013.19
-2028295.74 4506653.35 -5013.16
-1978295.74 4506653.35 -5001.43
-1928295.74 4506653.35 -4914.78
-1878295.74 4506653.35 -4903.05
-1828295.74 4506653.35 -4903.02
-1778295.74 4506653.35 -4903.02
-1728295.74 4506653.35 -4903.02
-1678295.74 4506653.35 -4903.03
-1628295.74 4506653.35 -4905.40
-1578295.74 4506653.35 -4922.94
-1528295.74 4506653.35 -4925.31
-1478295.74 4506653.35 -4925.32
-1428295.74 4506653.35 -4925.32
-1378295.74 4506653.35 -4925.32
-1328295.74 4506653.35 -4925.34
-1278295.74 4506653.35 -4933.60
-1228295.74 4506653.35 -4994.63
-1178295.74 4506653.35 -5002.89
-1128295.74 4506653.35 -5002.91
-1078295.74 4506653.35 -5002.91
-1028295.74 4506653.35 -5002.91
-978295.74 4506653.35 -5002.89
-928295.74 4506653.35 -4994.80
-878295.74 4506653.35 -4935.03
-828295.74 4506653.35 -4926.94
-778295.74 4506653.35 -4926.92
-728295.74 4506653.35 -4926.92
-678295.74 4506653.35 -4926.92
-628295.74 4506653.35 -4926.96
-578295.74 4506653.35 -4942.86
-528295.74 4506653.35 -5060.38
-478295.74 4506653.35 -5076.29
-428295.74 4506653.35 -5076.32
-378295.74 4506653.35 -5076.32
-328295.74 4506653.35 -5076.32
-278295.74 4506653.35 -5076.30
-228295.74 4506653.35 -5066.68
-178295.74 4506653.35 -4995.61
-128295.74 4506653.35 -4985.99
-78295.74 4506653.35 -4985.96
-28295.74 4506653.35 -4985.96
21704.26 4506653.35 -4985.96
71704.26 4506653.35 -4985.98
121704.26 4506653.35 -4993.30
171704.26 4506653.35 -5047.35
221704.26 4506653.35 -5054.66
